ID,At,X,Y
9,2025-03-18 11:48:12.00,30.913,46.451
10,2025-03-18 11:48:12.00,27.633,16.199
7,2025-03-18 11:48:12.52,33.285,23.202
5,2025-03-18 11:48:12.70,20.03,18.057
1,2025-03-18 11:48:13.00,2.377,5.763
2,2025-03-18 11:48:13.00,12.584,46.405
3,2025-03-18 11:48:13.00,28.947,53.521
4,2025-03-18 11:48:13.00,5.324,23.012
5,2025-03-18 11:48:13.00,19.755,17.547
6,2025-03-18 11:48:13.00,24.496,24.516
7,2025-03-18 11:48:13.00,33.271,23.259
8,2025-03-18 11:48:13.00,16.242,46.791
9,2025-03-18 11:48:13.00,31.299,46.573
10,2025-03-18 11:48:13.00,27.756,16.363
3,2025-03-18 11:48:13.09,28.943,53.476
4,2025-03-18 11:48:13.29,5.319,23.006
6,2025-03-18 11:48:13.52,24.534,24.512
8,2025-03-18 11:48:13.92,16.281,46.799
1,2025-03-18 11:48:14.00,2.01,5.953
2,2025-03-18 11:48:14.00,12.652,46.359
3,2025-03-18 11:48:14.00,29.17,53.286
4,2025-03-18 11:48:14.00,5.645,22.997
5,2025-03-18 11:48:14.00,19.741,17.9
6,2025-03-18 11:48:14.00,26.326,24.384
7,2025-03-18 11:48:14.00,33.377,23.227
8,2025-03-18 11:48:14.00,16.29,46.645
9,2025-03-18 11:48:14.00,30.552,47.236
9,2025-03-18 11:48:14.50,30.594,47.268
5,2025-03-18 11:48:14.81,19.752,17.905
3,2025-03-18 11:48:14.93,29.19,53.275
1,2025-03-18 11:48:15.00,1.976,6.001
2,2025-03-18 11:48:15.00,12.526,46.324
3,2025-03-18 11:48:15.00,28.843,53.666
4,2025-03-18 11:48:15.00,5.842,23.322
5,2025-03-18 11:48:15.00,19.772,17.931
6,2025-03-18 11:48:15.00,26.39,24.109
7,2025-03-18 11:48:15.00,33.15,23.203
8,2025-03-18 11:48:15.00,17.301,46.954
9,2025-03-18 11:48:15.00,30.611,47.349
10,2025-03-18 11:48:15.00,25.962,14.973
5,2025-03-18 11:48:15.10,19.743,17.923
8,2025-03-18 11:48:15.21,17.295,46.907
2,2025-03-18 11:48:15.87,12.595,46.324
1,2025-03-18 11:48:16.00,1.842,6.142
2,2025-03-18 11:48:16.00,12.378,46.103
3,2025-03-18 11:48:16.00,28.884,53.401
4,2025-03-18 11:48:16.00,6.059,24.012
5,2025-03-18 11:48:16.00,19.79,17.434
6,2025-03-18 11:48:16.00,25.995,24.299
7,2025-03-18 11:48:16.00,32.595,23.469
8,2025-03-18 11:48:16.00,17.295,46.924
10,2025-03-18 11:48:16.00,25.562,15.081
3,2025-03-18 11:48:16.53,28.84,53.31
2,2025-03-18 11:48:16.83,12.341,46.059
1,2025-03-18 11:48:17.00,1.373,6.347
2,2025-03-18 11:48:17.00,12.486,45.472
3,2025-03-18 11:48:17.00,28.44,53.332
4,2025-03-18 11:48:17.00,5.234,23.602
5,2025-03-18 11:48:17.00,19.576,17.48
6,2025-03-18 11:48:17.00,25.281,23.476
7,2025-03-18 11:48:17.00,33.04,23.697
8,2025-03-18 11:48:17.00,17.379,47.356
9,2025-03-18 11:48:17.00,30.342,47.237
10,2025-03-18 11:48:17.00,25.392,15.004
3,2025-03-18 11:48:17.05,28.429,53.32
4,2025-03-18 11:48:17.33,5.176,23.598
6,2025-03-18 11:48:17.88,25.273,23.563
1,2025-03-18 11:48:18.00,1.676,6.194
3,2025-03-18 11:48:18.00,28.293,53.599
4,2025-03-18 11:48:18.00,4.564,22.803
5,2025-03-18 11:48:18.00,19.274,17.67
6,2025-03-18 11:48:18.00,25.572,23.519
7,2025-03-18 11:48:18.00,32.972,23.738
8,2025-03-18 11:48:18.00,17.772,47.19
9,2025-03-18 11:48:18.00,30.256,46.926
10,2025-03-18 11:48:18.00,25.397,14.885
1,2025-03-18 11:48:19.00,1.352,6.462
3,2025-03-18 11:48:19.00,28.408,53.912
4,2025-03-18 11:48:19.00,4.209,22.7
5,2025-03-18 11:48:19.00,19.44,17.534
6,2025-03-18 11:48:19.00,25.61,23.464
7,2025-03-18 11:48:19.00,33.038,23.443
8,2025-03-18 11:48:19.00,17.791,47.309
9,2025-03-18 11:48:19.00,30.578,48.371
10,2025-03-18 11:48:19.00,26.01,13.646
3,2025-03-18 11:48:19.35,28.375,53.891
7,2025-03-18 11:48:19.51,33.029,23.49
1,2025-03-18 11:48:20.00,1.383,6.459
2,2025-03-18 11:48:20.00,11.875,44.936
3,2025-03-18 11:48:20.00,28.891,54.289
5,2025-03-18 11:48:20.00,19.391,17.362
6,2025-03-18 11:48:20.00,25.543,22.967
7,2025-03-18 11:48:20.00,32.817,23.713
8,2025-03-18 11:48:20.00,17.959,47.047
9,2025-03-18 11:48:20.00,30.819,48.488
10,2025-03-18 11:48:20.00,26.435,13.979
9,2025-03-18 11:48:20.22,30.773,48.488
7,2025-03-18 11:48:20.78,32.801,23.643
1,2025-03-18 11:48:21.00,1,6.484
2,2025-03-18 11:48:21.00,11.831,45.099
3,2025-03-18 11:48:21.00,28.893,53.801
4,2025-03-18 11:48:21.00,4.451,22.577
5,2025-03-18 11:48:21.00,19.026,17.58
6,2025-03-18 11:48:21.00,25.408,22.936
7,2025-03-18 11:48:21.00,32.977,23.492
8,2025-03-18 11:48:21.00,18.349,47.085
9,2025-03-18 11:48:21.00,30.544,48.735
10,2025-03-18 11:48:21.00,26.97,13.909
1,2025-03-18 11:48:21.12,1.031,6.467
1,2025-03-18 11:48:22.00,1.136,5.764
2,2025-03-18 11:48:22.00,12.286,45.157
3,2025-03-18 11:48:22.00,29.874,53.214
4,2025-03-18 11:48:22.00,4.655,22.831
5,2025-03-18 11:48:22.00,18.911,17.521
6,2025-03-18 11:48:22.00,25.607,22.951
7,2025-03-18 11:48:22.00,32.883,23.271
8,2025-03-18 11:48:22.00,18.129,46.733
9,2025-03-18 11:48:22.00,30.947,47.436
10,2025-03-18 11:48:22.00,26.821,14
5,2025-03-18 11:48:22.05,18.876,17.511
2,2025-03-18 11:48:22.44,12.213,45.141
1,2025-03-18 11:48:23.00,1.176,5.549
2,2025-03-18 11:48:23.00,11.957,45.032
3,2025-03-18 11:48:23.00,29.899,53.262
4,2025-03-18 11:48:23.00,6.308,24.353
5,2025-03-18 11:48:23.00,19.049,17.5
6,2025-03-18 11:48:23.00,25.171,22.969
7,2025-03-18 11:48:23.00,33.007,23.126
8,2025-03-18 11:48:23.00,17.883,47.066
9,2025-03-18 11:48:23.00,30.976,47.913
10,2025-03-18 11:48:23.00,27.065,13.695
8,2025-03-18 11:48:23.24,17.857,47.04
7,2025-03-18 11:48:23.86,33.006,23.152
6,2025-03-18 11:48:23.87,25.119,22.995
1,2025-03-18 11:48:24.00,0.871,5.758
2,2025-03-18 11:48:24.00,11.82,44.923
3,2025-03-18 11:48:24.00,29.682,52.71
4,2025-03-18 11:48:24.00,6.129,23.913
5,2025-03-18 11:48:24.00,19.009,17.45
6,2025-03-18 11:48:24.00,25.365,22.666
7,2025-03-18 11:48:24.00,32.664,23.043
8,2025-03-18 11:48:24.00,18.193,46.818
9,2025-03-18 11:48:24.00,30.787,48.41
10,2025-03-18 11:48:24.00,26.938,13.691
1,2025-03-18 11:48:24.19,0.821,5.757
8,2025-03-18 11:48:24.46,18.299,46.823
10,2025-03-18 11:48:24.69,26.94,13.691
1,2025-03-18 11:48:25.00,0.432,5.633
2,2025-03-18 11:48:25.00,11.677,44.789
3,2025-03-18 11:48:25.00,29.489,53.127
4,2025-03-18 11:48:25.00,5.548,24.367
5,2025-03-18 11:48:25.00,18.954,17.308
7,2025-03-18 11:48:25.00,32.775,23.262
9,2025-03-18 11:48:25.00,30.541,47.917
10,2025-03-18 11:48:25.00,27.06,13.472
1,2025-03-18 11:48:25.62,0.379,5.645
1,2025-03-18 11:48:26.00,0.41,6.194
2,2025-03-18 11:48:26.00,11.854,44.829
3,2025-03-18 11:48:26.00,29.569,53.159
4,2025-03-18 11:48:26.00,7.85,23.892
5,2025-03-18 11:48:26.00,18.702,17.101
6,2025-03-18 11:48:26.00,25.372,22.233
7,2025-03-18 11:48:26.00,32.859,23.393
9,2025-03-18 11:48:26.00,28.694,47.578
10,2025-03-18 11:48:26.00,27.282,13.216
6,2025-03-18 11:48:26.15,25.421,22.276
1,2025-03-18 11:48:27.00,0.3,5.927
2,2025-03-18 11:48:27.00,11.782,45.081
3,2025-03-18 11:48:27.00,29.157,53.442
4,2025-03-18 11:48:27.00,7.644,23.918
5,2025-03-18 11:48:27.00,18.536,16.882
6,2025-03-18 11:48:27.00,24.888,22.335
7,2025-03-18 11:48:27.00,32.769,23.55
8,2025-03-18 11:48:27.00,18.062,48.075
9,2025-03-18 11:48:27.00,28.525,47.466
10,2025-03-18 11:48:27.00,27.431,13.238
4,2025-03-18 11:48:27.61,7.665,23.887
1,2025-03-18 11:48:28.00,0.683,5.917
2,2025-03-18 11:48:28.00,12.076,45.02
3,2025-03-18 11:48:28.00,28.234,54.766
4,2025-03-18 11:48:28.00,6.61,25.787
5,2025-03-18 11:48:28.00,18.511,17.073
6,2025-03-18 11:48:28.00,25.042,21.736
7,2025-03-18 11:48:28.00,33.291,23.756
8,2025-03-18 11:48:28.00,17.968,48.079
9,2025-03-18 11:48:28.00,28.521,48.037
10,2025-03-18 11:48:28.00,27.912,13.094
3,2025-03-18 11:48:28.21,28.192,54.763
1,2025-03-18 11:48:29.00,0.585,5.996
2,2025-03-18 11:48:29.00,12.014,44.897
3,2025-03-18 11:48:29.00,28.725,54.972
4,2025-03-18 11:48:29.00,6.435,26.541
5,2025-03-18 11:48:29.00,18.687,16.416
6,2025-03-18 11:48:29.00,25.741,22.098
7,2025-03-18 11:48:29.00,33.218,24.088
8,2025-03-18 11:48:29.00,17.61,48.033
9,2025-03-18 11:48:29.00,28.564,48.321
10,2025-03-18 11:48:29.00,27.891,13.096
2,2025-03-18 11:48:30.00,11.716,44.995
3,2025-03-18 11:48:30.00,28.579,54.691
4,2025-03-18 11:48:30.00,6.583,26.55
5,2025-03-18 11:48:30.00,18.832,16.568
6,2025-03-18 11:48:30.00,26.225,19.852
7,2025-03-18 11:48:30.00,33.207,24.167
8,2025-03-18 11:48:30.00,17.554,47.635
10,2025-03-18 11:48:30.00,27.728,13.142
5,2025-03-18 11:48:30.26,18.814,16.544
6,2025-03-18 11:48:30.93,26.228,19.821
1,2025-03-18 11:48:31.00,0.435,6.926
2,2025-03-18 11:48:31.00,11.307,44.714
5,2025-03-18 11:48:31.00,18.777,16.747
6,2025-03-18 11:48:31.00,26.467,20.092
7,2025-03-18 11:48:31.00,33.081,24.583
8,2025-03-18 11:48:31.00,17.695,47.334
9,2025-03-18 11:48:31.00,28.335,49.418
10,2025-03-18 11:48:31.00,27.443,13.018
1,2025-03-18 11:48:31.19,0.316,6.887
1,2025-03-18 11:48:32.00,0.528,6.451
2,2025-03-18 11:48:32.00,11.135,45.205
3,2025-03-18 11:48:32.00,28.858,54.606
4,2025-03-18 11:48:32.00,6.692,24.561
5,2025-03-18 11:48:32.00,18.665,17.004
6,2025-03-18 11:48:32.00,26.628,19.952
7,2025-03-18 11:48:32.00,33.388,24.89
8,2025-03-18 11:48:32.00,18.274,47.083
9,2025-03-18 11:48:32.00,28.383,49.362
10,2025-03-18 11:48:32.00,27.933,13.449
1,2025-03-18 11:48:32.18,0.439,6.423
1,2025-03-18 11:48:33.00,1.797,4.82
2,2025-03-18 11:48:33.00,11.266,45.077
3,2025-03-18 11:48:33.00,28.526,54.212
4,2025-03-18 11:48:33.00,6.73,24.862
5,2025-03-18 11:48:33.00,18.432,16.904
6,2025-03-18 11:48:33.00,26.623,19.646
7,2025-03-18 11:48:33.00,33.209,25.036
8,2025-03-18 11:48:33.00,18.193,46.7
9,2025-03-18 11:48:33.00,28.508,49.514
2,2025-03-18 11:48:34.00,11.334,44.887
3,2025-03-18 11:48:34.00,28.567,54.429
4,2025-03-18 11:48:34.00,6.521,24.551
5,2025-03-18 11:48:34.00,18.605,17.137
6,2025-03-18 11:48:34.00,26.564,19.943
7,2025-03-18 11:48:34.00,32.721,24.881
8,2025-03-18 11:48:34.00,18.247,46.385
9,2025-03-18 11:48:34.00,28.638,49.857
3,2025-03-18 11:48:34.94,28.645,54.344
1,2025-03-18 11:48:35.00,1.674,5.161
2,2025-03-18 11:48:35.00,11.295,44.574
3,2025-03-18 11:48:35.00,28.823,54.278
4,2025-03-18 11:48:35.00,6.664,24.712
5,2025-03-18 11:48:35.00,18.419,17.136
6,2025-03-18 11:48:35.00,26.617,19.601
7,2025-03-18 11:48:35.00,32.696,24.856
8,2025-03-18 11:48:35.00,18.11,46.724
9,2025-03-18 11:48:35.00,28.733,49.801
10,2025-03-18 11:48:35.00,28.658,12.983
1,2025-03-18 11:48:36.00,2.014,4.887
2,2025-03-18 11:48:36.00,11.485,44.531
4,2025-03-18 11:48:36.00,6.942,24.7
5,2025-03-18 11:48:36.00,18.141,16.89
6,2025-03-18 11:48:36.00,26.11,19.673
7,2025-03-18 11:48:36.00,32.383,24.796
8,2025-03-18 11:48:36.00,18.239,46.671
9,2025-03-18 11:48:36.00,28.995,50.788
10,2025-03-18 11:48:36.00,28.217,13.001
8,2025-03-18 11:48:36.06,18.233,46.653
4,2025-03-18 11:48:36.72,6.942,24.67
2,2025-03-18 11:48:36.93,11.463,44.49
1,2025-03-18 11:48:37.00,2.484,5.036
2,2025-03-18 11:48:37.00,10.874,44.702
3,2025-03-18 11:48:37.00,28.201,53.923
4,2025-03-18 11:48:37.00,7.236,24.587
5,2025-03-18 11:48:37.00,18.194,17.116
6,2025-03-18 11:48:37.00,26.03,19.374
7,2025-03-18 11:48:37.00,33.504,24.064
8,2025-03-18 11:48:37.00,17.77,46.78
9,2025-03-18 11:48:37.00,28.922,50.974
10,2025-03-18 11:48:37.00,27.715,12.943
7,2025-03-18 11:48:37.33,33.533,24.07
3,2025-03-18 11:48:37.77,28.177,53.94
1,2025-03-18 11:48:38.00,4.091,5.55
3,2025-03-18 11:48:38.00,28.313,54.233
4,2025-03-18 11:48:38.00,7.821,24.742
6,2025-03-18 11:48:38.00,26.313,19.211
7,2025-03-18 11:48:38.00,33.571,24.366
8,2025-03-18 11:48:38.00,17.775,46.859
9,2025-03-18 11:48:38.00,27.505,50.933
10,2025-03-18 11:48:38.00,27.896,13.009
3,2025-03-18 11:48:38.07,28.34,54.288
1,2025-03-18 11:48:38.13,4.073,5.605
10,2025-03-18 11:48:38.89,27.877,13.008
1,2025-03-18 11:48:39.00,3.631,5.566
2,2025-03-18 11:48:39.00,11.152,44.519
3,2025-03-18 11:48:39.00,28.238,54.492
4,2025-03-18 11:48:39.00,8.126,24.895
5,2025-03-18 11:48:39.00,18.009,17.232
6,2025-03-18 11:48:39.00,26.14,19.625
7,2025-03-18 11:48:39.00,33.364,24.375
8,2025-03-18 11:48:39.00,17.774,46.757
9,2025-03-18 11:48:39.00,27.704,50.756
10,2025-03-18 11:48:39.00,27.854,13.077
5,2025-03-18 11:48:39.69,18.005,17.237
1,2025-03-18 11:48:40.00,3.652,5.91
2,2025-03-18 11:48:40.00,11.73,44.388
3,2025-03-18 11:48:40.00,28.396,54.201
4,2025-03-18 11:48:40.00,8.236,24.939
5,2025-03-18 11:48:40.00,18.176,17.777
6,2025-03-18 11:48:40.00,27.92,21.426
7,2025-03-18 11:48:40.00,33.129,24.492
8,2025-03-18 11:48:40.00,17.681,46.771
9,2025-03-18 11:48:40.00,26.999,50.57
10,2025-03-18 11:48:40.00,27.799,13.438
3,2025-03-18 11:48:40.15,28.333,54.133
10,2025-03-18 11:48:40.51,27.754,13.468
2,2025-03-18 11:48:40.89,11.689,44.409
1,2025-03-18 11:48:41.00,4.099,4.455
2,2025-03-18 11:48:41.00,11.953,44.069
3,2025-03-18 11:48:41.00,28.466,54.467
4,2025-03-18 11:48:41.00,7.683,24.609
5,2025-03-18 11:48:41.00,17.911,17.684
6,2025-03-18 11:48:41.00,28.093,21.326
7,2025-03-18 11:48:41.00,32.894,23.932
8,2025-03-18 11:48:41.00,18.035,46.852
10,2025-03-18 11:48:41.00,28.055,13.409
1,2025-03-18 11:48:41.16,4.104,4.337
2,2025-03-18 11:48:41.58,12.006,44.037
3,2025-03-18 11:48:41.69,28.5,54.409
8,2025-03-18 11:48:41.88,18.012,46.831
4,2025-03-18 11:48:41.90,7.646,24.614
1,2025-03-18 11:48:42.00,4.318,4.643
2,2025-03-18 11:48:42.00,12.068,44.445
3,2025-03-18 11:48:42.00,28.306,54.382
5,2025-03-18 11:48:42.00,17.832,17.375
6,2025-03-18 11:48:42.00,28.124,21.046
7,2025-03-18 11:48:42.00,32.799,23.965
8,2025-03-18 11:48:42.00,18.051,47.505
9,2025-03-18 11:48:42.00,26.99,50.741
10,2025-03-18 11:48:42.00,27.698,14.643
5,2025-03-18 11:48:42.12,17.865,17.371
3,2025-03-18 11:48:42.13,28.236,54.446
1,2025-03-18 11:48:43.00,4.227,4.807
2,2025-03-18 11:48:43.00,12.026,44.25
3,2025-03-18 11:48:43.00,28.816,53.922
4,2025-03-18 11:48:43.00,7.51,24.439
5,2025-03-18 11:48:43.00,17.955,17.355
6,2025-03-18 11:48:43.00,28.126,20.652
7,2025-03-18 11:48:43.00,33.021,24.575
8,2025-03-18 11:48:43.00,18.199,47.624
9,2025-03-18 11:48:43.00,27.14,51.108
10,2025-03-18 11:48:43.00,27.367,14.721
2,2025-03-18 11:48:43.16,12.022,44.234
1,2025-03-18 11:48:43.64,4.213,4.845
1,2025-03-18 11:48:44.00,5.138,3.228
3,2025-03-18 11:48:44.00,28.73,53.769
4,2025-03-18 11:48:44.00,6.434,24.982
5,2025-03-18 11:48:44.00,17.775,17.132
6,2025-03-18 11:48:44.00,28.184,20.893
7,2025-03-18 11:48:44.00,32.974,24.308
8,2025-03-18 11:48:44.00,17.98,47.944
9,2025-03-18 11:48:44.00,27.407,51.924
10,2025-03-18 11:48:44.00,28.25,14.963
7,2025-03-18 11:48:44.06,32.999,24.296
9,2025-03-18 11:48:44.08,27.396,51.929
4,2025-03-18 11:48:44.74,6.435,24.985
10,2025-03-18 11:48:44.92,28.234,15.01
1,2025-03-18 11:48:45.00,5.462,3.131
2,2025-03-18 11:48:45.00,12.163,44.867
3,2025-03-18 11:48:45.00,28.866,53.251
4,2025-03-18 11:48:45.00,6.543,25.03
5,2025-03-18 11:48:45.00,17.828,17.258
6,2025-03-18 11:48:45.00,28.355,21.013
7,2025-03-18 11:48:45.00,32.802,24.416
8,2025-03-18 11:48:45.00,17.619,47.988
9,2025-03-18 11:48:45.00,27.702,52.294
10,2025-03-18 11:48:45.00,28.611,15.245
9,2025-03-18 11:48:45.60,27.708,52.302
1,2025-03-18 11:48:46.00,5.482,2.738
3,2025-03-18 11:48:46.00,28.544,53.521
4,2025-03-18 11:48:46.00,6.678,25.491
5,2025-03-18 11:48:46.00,17.456,17.78
6,2025-03-18 11:48:46.00,28.245,21.547
8,2025-03-18 11:48:46.00,17.361,47.605
9,2025-03-18 11:48:46.00,27.773,52.546
10,2025-03-18 11:48:46.00,28.84,15.007
6,2025-03-18 11:48:46.30,28.213,21.457
10,2025-03-18 11:48:46.75,28.841,14.998
8,2025-03-18 11:48:46.91,17.399,47.624
1,2025-03-18 11:48:47.00,6.125,0.3
2,2025-03-18 11:48:47.00,11.366,45.598
3,2025-03-18 11:48:47.00,28.627,53.641
4,2025-03-18 11:48:47.00,5.291,25.58
5,2025-03-18 11:48:47.00,18.342,15.905
6,2025-03-18 11:48:47.00,27.915,21.723
7,2025-03-18 11:48:47.00,32.466,23.023
8,2025-03-18 11:48:47.00,17.496,48.054
9,2025-03-18 11:48:47.00,27.577,52.313
10,2025-03-18 11:48:47.00,28.818,15.119
1,2025-03-18 11:48:48.00,5.982,0.3
4,2025-03-18 11:48:48.00,4.987,25.509
5,2025-03-18 11:48:48.00,18.143,15.538
6,2025-03-18 11:48:48.00,28.174,22.293
7,2025-03-18 11:48:48.00,32.648,22.824
9,2025-03-18 11:48:48.00,27.489,51.598
10,2025-03-18 11:48:48.00,28.975,15.509
6,2025-03-18 11:48:48.07,28.209,22.256
4,2025-03-18 11:48:48.40,5.003,25.492
1,2025-03-18 11:48:49.00,6.38,0.432
2,2025-03-18 11:48:49.00,11.383,45.244
4,2025-03-18 11:48:49.00,5.021,25.11
5,2025-03-18 11:48:49.00,18.36,15.349
6,2025-03-18 11:48:49.00,26.507,23.779
7,2025-03-18 11:48:49.00,32.868,23.01
8,2025-03-18 11:48:49.00,17.145,47.702
9,2025-03-18 11:48:49.00,27.759,52.02
10,2025-03-18 11:48:49.00,28.487,15.776
6,2025-03-18 11:48:49.32,26.52,23.858
10,2025-03-18 11:48:49.67,28.466,15.751
2,2025-03-18 11:48:50.00,11.51,47.133
3,2025-03-18 11:48:50.00,28.489,54.991
4,2025-03-18 11:48:50.00,4.845,24.794
5,2025-03-18 11:48:50.00,16.711,16.61
6,2025-03-18 11:48:50.00,26.087,23.937
7,2025-03-18 11:48:50.00,32.9,23.296
8,2025-03-18 11:48:50.00,17.239,47.574
9,2025-03-18 11:48:50.00,27.538,52.41
10,2025-03-18 11:48:50.00,28.769,15.428
4,2025-03-18 11:48:50.18,4.887,24.78
3,2025-03-18 11:48:50.29,28.57,54.998
2,2025-03-18 11:48:50.59,11.478,47.134
1,2025-03-18 11:48:51.00,5.293,0.592
2,2025-03-18 11:48:51.00,11.874,47.168
3,2025-03-18 11:48:51.00,28.956,54.868
4,2025-03-18 11:48:51.00,4.799,24.651
5,2025-03-18 11:48:51.00,16.49,16.414
6,2025-03-18 11:48:51.00,25.788,24.204
7,2025-03-18 11:48:51.00,34.208,23.555
8,2025-03-18 11:48:51.00,17.712,47.491
9,2025-03-18 11:48:51.00,27.473,52.333
10,2025-03-18 11:48:51.00,28.93,15.286
9,2025-03-18 11:48:51.21,27.479,52.328
7,2025-03-18 11:48:51.41,34.199,23.529
1,2025-03-18 11:48:51.58,5.217,0.634
2,2025-03-18 11:48:52.00,12.424,46.36
3,2025-03-18 11:48:52.00,28.899,55.043
4,2025-03-18 11:48:52.00,4.884,24.395
5,2025-03-18 11:48:52.00,16.494,16.541
6,2025-03-18 11:48:52.00,27.488,21.835
7,2025-03-18 11:48:52.00,34.354,23.924
8,2025-03-18 11:48:52.00,17.179,47.903
9,2025-03-18 11:48:52.00,27.106,52.143
10,2025-03-18 11:48:52.00,27.106,14.989
4,2025-03-18 11:48:52.33,4.835,24.336
9,2025-03-18 11:48:52.47,27.164,52.098
2,2025-03-18 11:48:53.00,11.883,46.355
3,2025-03-18 11:48:53.00,29.016,54.77
4,2025-03-18 11:48:53.00,4.756,24.46
5,2025-03-18 11:48:53.00,16.388,17.276
6,2025-03-18 11:48:53.00,27.553,22.055
7,2025-03-18 11:48:53.00,34.621,23.983
8,2025-03-18 11:48:53.00,17.56,47.945
9,2025-03-18 11:48:53.00,26.956,51.813
10,2025-03-18 11:48:53.00,27.253,15.033
6,2025-03-18 11:48:53.13,27.552,22.11
5,2025-03-18 11:48:53.92,16.353,17.255
2,2025-03-18 11:48:54.00,10.401,45.39
3,2025-03-18 11:48:54.00,29.186,54.353
4,2025-03-18 11:48:54.00,4.251,24.536
5,2025-03-18 11:48:54.00,16.656,16.982
7,2025-03-18 11:48:54.00,34.243,23.895
8,2025-03-18 11:48:54.00,17.758,47.742
9,2025-03-18 11:48:54.00,27.07,52.058
10,2025-03-18 11:48:54.00,26.992,15.196
10,2025-03-18 11:48:54.16,26.95,15.204
2,2025-03-18 11:48:54.17,10.412,45.364
3,2025-03-18 11:48:54.20,29.172,54.336
1,2025-03-18 11:48:55.00,5.403,2.015
2,2025-03-18 11:48:55.00,10.524,45.167
3,2025-03-18 11:48:55.00,28.8,54.213
4,2025-03-18 11:48:55.00,4.214,24.682
5,2025-03-18 11:48:55.00,17.105,16.855
6,2025-03-18 11:48:55.00,27.174,22.39
7,2025-03-18 11:48:55.00,34.142,24.051
8,2025-03-18 11:48:55.00,17.441,47.767
10,2025-03-18 11:48:55.00,27.184,15.697
4,2025-03-18 11:48:55.86,4.219,24.677
1,2025-03-18 11:48:56.00,5.21,2.012
3,2025-03-18 11:48:56.00,28.23,54.78
4,2025-03-18 11:48:56.00,4.001,25.15
5,2025-03-18 11:48:56.00,16.931,16.729
6,2025-03-18 11:48:56.00,26.985,22.27
7,2025-03-18 11:48:56.00,34.535,23.896
8,2025-03-18 11:48:56.00,17.424,48.274
9,2025-03-18 11:48:56.00,27.675,51.77
7,2025-03-18 11:48:56.22,34.5,23.978
9,2025-03-18 11:48:56.70,27.686,51.753
1,2025-03-18 11:48:57.00,4.92,1.835
2,2025-03-18 11:48:57.00,10.47,44.965
3,2025-03-18 11:48:57.00,28.09,55.323
4,2025-03-18 11:48:57.00,5.502,27.492
5,2025-03-18 11:48:57.00,17.3,16.573
6,2025-03-18 11:48:57.00,27.16,21.487
7,2025-03-18 11:48:57.00,35.309,22.686
8,2025-03-18 11:48:57.00,17.009,48.183
9,2025-03-18 11:48:57.00,27.911,51.785
10,2025-03-18 11:48:57.00,26.685,15.917
2,2025-03-18 11:48:57.12,10.485,44.96
1,2025-03-18 11:48:57.59,4.874,1.889
1,2025-03-18 11:48:58.00,4.888,1.773
2,2025-03-18 11:48:58.00,10.324,45.012
3,2025-03-18 11:48:58.00,27.97,55.459
4,2025-03-18 11:48:58.00,5.156,27.317
5,2025-03-18 11:48:58.00,17.286,17.047
6,2025-03-18 11:48:58.00,27.547,21.647
7,2025-03-18 11:48:58.00,34.988,21.475
8,2025-03-18 11:48:58.00,18.691,49.724
9,2025-03-18 11:48:58.00,28.011,51.49
10,2025-03-18 11:48:58.00,26.474,15.577
4,2025-03-18 11:48:58.16,5.132,27.389
5,2025-03-18 11:48:58.27,17.221,17.087
2,2025-03-18 11:48:59.00,10.346,45.451
3,2025-03-18 11:48:59.00,27.581,55.293
4,2025-03-18 11:48:59.00,4.997,27.246
5,2025-03-18 11:48:59.00,17.522,16.864
6,2025-03-18 11:48:59.00,25.968,20.924
7,2025-03-18 11:48:59.00,34.921,21.536
8,2025-03-18 11:48:59.00,18.334,50.039
9,2025-03-18 11:48:59.00,27.745,51.021
10,2025-03-18 11:48:59.00,26.371,15.993
10,2025-03-18 11:48:59.38,26.283,15.996
1,2025-03-18 11:49:00.00,4.47,1.702
2,2025-03-18 11:49:00.00,10.546,45.44
3,2025-03-18 11:49:00.00,27.566,56.526
4,2025-03-18 11:49:00.00,4.68,27.205
5,2025-03-18 11:49:00.00,17.015,17.182
6,2025-03-18 11:49:00.00,25.583,19.491
7,2025-03-18 11:49:00.00,35.029,21.122
8,2025-03-18 11:49:00.00,18.079,49.855
9,2025-03-18 11:49:00.00,27.871,50.933
10,2025-03-18 11:49:00.00,26.544,14.506
7,2025-03-18 11:49:00.20,35.071,21.153
1,2025-03-18 11:49:00.47,4.438,1.686
1,2025-03-18 11:49:01.00,4.427,1.475
2,2025-03-18 11:49:01.00,10.464,45.553
3,2025-03-18 11:49:01.00,27.567,55.635
4,2025-03-18 11:49:01.00,4.451,27.07
5,2025-03-18 11:49:01.00,17.062,17.246
6,2025-03-18 11:49:01.00,25.41,19.378
7,2025-03-18 11:49:01.00,35.153,21.5
9,2025-03-18 11:49:01.00,27.548,50.934
10,2025-03-18 11:49:01.00,26.23,14.561
10,2025-03-18 11:49:01.59,26.187,14.561
1,2025-03-18 11:49:02.00,4.636,1.31
2,2025-03-18 11:49:02.00,10.211,45.804
3,2025-03-18 11:49:02.00,27.749,55.962
4,2025-03-18 11:49:02.00,4.753,27.453
5,2025-03-18 11:49:02.00,16.669,17.231
6,2025-03-18 11:49:02.00,25.826,19.268
7,2025-03-18 11:49:02.00,34.935,21.423
8,2025-03-18 11:49:02.00,18.248,49.791
